sales_game_id,title,platform,genre,publisher,developer,release_year,source
7425,Angel Blade: Neo Tokyo Guardians,PS,Role-Playing,On Demand,,1997.0,kaggle:ulrikthygepedersen/video-games-sales
7426,Threads of Fate,PS,Role-Playing,SquareSoft,,1999.0,kaggle:ulrikthygepedersen/video-games-sales
7427,PoPoLoCrois Monogatari II,PS,Role-Playing,Sony Computer Entertainment,,2000.0,kaggle:ulrikthygepedersen/video-games-sales
7428,Famicom Mini: Ganbare Goemon! Karakuri Douchuu,GBA,Platform,Konami Digital Entertainment,,2004.0,kaggle:ulrikthygepedersen/video-games-sales
7429,Vampire Rain,X360,Action,Microsoft Game Studios,,2007.0,kaggle:ulrikthygepedersen/video-games-sales
7430,Way of the Samurai 3,X360,Action,Gamebridge,,2009.0,kaggle:ulrikthygepedersen/video-games-sales
7431,Deus Ex: The Conspiracy,PS2,Action,Eidos Interactive,,2002.0,kaggle:ulrikthygepedersen/video-games-sales
7432,Unreal II: The Awakening,XB,Shooter,Atari,,2004.0,kaggle:ulrikthygepedersen/video-games-sales
7433,Rumble Racing,PS2,Racing,Electronic Arts,,2001.0,kaggle:ulrikthygepedersen/video-games-sales
7434,Spider-Man: Web of Shadows,PS2,Action,Activision,,2008.0,kaggle:ulrikthygepedersen/video-games-sales
7435,Disgaea D2: A Brighter Darkness,PS3,Role-Playing,Nippon Ichi Software,,2013.0,kaggle:ulrikthygepedersen/video-games-sales
7436,Batman Begins,XB,Action,Electronic Arts,,2005.0,kaggle:ulrikthygepedersen/video-games-sales
7437,Just Dance: Greatest Hits,Wii,Misc,Ubisoft,,2012.0,kaggle:ulrikthygepedersen/video-games-sales
7438,J-League Winning Eleven 10 + Europa League 06-07,PS2,Sports,Konami Digital Entertainment,,2006.0,kaggle:ulrikthygepedersen/video-games-sales
7439,Shrek: Reekin' Havoc,GBA,Platform,TDK Mediactive,,2003.0,kaggle:ulrikthygepedersen/video-games-sales
7440,Solatorobo: Red the Hunter,DS,Role-Playing,Nintendo,,2010.0,kaggle:ulrikthygepedersen/video-games-sales
7441,Tales of Phantasia: Narikiri Dungeon X,PSP,Role-Playing,Namco Bandai Games,,2010.0,kaggle:ulrikthygepedersen/video-games-sales
7442,JSRF: Jet Set Radio Future,XB,Action,Sega,,2002.0,kaggle:ulrikthygepedersen/video-games-sales
7443,NHL Hitz 20-02,GC,Sports,Midway Games,,2001.0,kaggle:ulrikthygepedersen/video-games-sales
7444,The Last Airbender,Wii,Action,THQ,,2010.0,kaggle:ulrikthygepedersen/video-games-sales
7445,NCAA Football 2003,GC,Sports,Electronic Arts,,2002.0,kaggle:ulrikthygepedersen/video-games-sales
7446,StokEd,X360,Sports,Zushi Games,,2009.0,kaggle:ulrikthygepedersen/video-games-sales
7447,Rollcage,PS,Racing,Psygnosis,,1999.0,kaggle:ulrikthygepedersen/video-games-sales
7448,ESPN Winter X Games: Snowboarding 2002,PS2,Sports,Konami Digital Entertainment,,2000.0,kaggle:ulrikthygepedersen/video-games-sales
7449,Project: Snowblind,PS2,Action,Eidos Interactive,,2005.0,kaggle:ulrikthygepedersen/video-games-sales
7450,Tony Hawk's Motion,DS,Sports,Activision,,2008.0,kaggle:ulrikthygepedersen/video-games-sales
7451,Super Robot Taisen K,DS,Strategy,Namco Bandai Games,,2009.0,kaggle:ulrikthygepedersen/video-games-sales
7452,Mortal Kombat: Special Forces,PS,Fighting,Midway Games,,2000.0,kaggle:ulrikthygepedersen/video-games-sales
7453,LEGO The Hobbit,PSV,Action,Warner Bros. Interactive Entertainment,,2014.0,kaggle:ulrikthygepedersen/video-games-sales
7454,Rayman Legends,PSV,Platform,Ubisoft,,2014.0,kaggle:ulrikthygepedersen/video-games-sales
7455,Dragon Ball Z: Harukanaru Densetsu,DS,Role-Playing,Namco Bandai Games,,2007.0,kaggle:ulrikthygepedersen/video-games-sales
7456,Wacky Races: Crash & Dash,DS,Racing,Eidos Interactive,,2008.0,kaggle:ulrikthygepedersen/video-games-sales
7457,I Spy: Castle,DS,Puzzle,Scholastic Inc.,,2011.0,kaggle:ulrikthygepedersen/video-games-sales
7458,Shin Megami Tensei: Persona 3 (jp sales),PS2,Role-Playing,Tecmo Koei,,2006.0,kaggle:ulrikthygepedersen/video-games-sales
7459,Greg Hastings Paintball 2,X360,Shooter,Majesco Entertainment,,2010.0,kaggle:ulrikthygepedersen/video-games-sales
7460,Evil Dead: Regeneration,PS2,Action,THQ,,2005.0,kaggle:ulrikthygepedersen/video-games-sales
7461,Dead to Rights: Retribution,X360,Shooter,Namco Bandai Games,,2010.0,kaggle:ulrikthygepedersen/video-games-sales
7462,NCAA March Madness 07,X360,Sports,Electronic Arts,,2007.0,kaggle:ulrikthygepedersen/video-games-sales
7463,NHL 2003,XB,Sports,Electronic Arts,,2002.0,kaggle:ulrikthygepedersen/video-games-sales
7464,Marvel Super Hero Squad: Comic Combat,PS3,Action,THQ,,2011.0,kaggle:ulrikthygepedersen/video-games-sales
7465,X-Men: Children of the Atom,SAT,Fighting,Acclaim Entertainment,,1995.0,kaggle:ulrikthygepedersen/video-games-sales
7466,Barbie Fashion Show: An Eye for Style,DS,Misc,Activision,,2008.0,kaggle:ulrikthygepedersen/video-games-sales
7467,Tiger Woods PGA Tour,PSP,Sports,Electronic Arts,,2005.0,kaggle:ulrikthygepedersen/video-games-sales
7468,Yarudora Series Vol. 2: Kisetsu wo Dakishimete,PS,Adventure,Sony Computer Entertainment,,1998.0,kaggle:ulrikthygepedersen/video-games-sales
7469,NHL 2K3,PS2,Sports,Sega,,2002.0,kaggle:ulrikthygepedersen/video-games-sales
7470,Heisei Kyouiku linkai DS,DS,Misc,Namco Bandai Games,,2006.0,kaggle:ulrikthygepedersen/video-games-sales
7471,SpongeBob SquarePants: Game Boy Advance Video Volume 3,GBA,Misc,,,2004.0,kaggle:ulrikthygepedersen/video-games-sales
7472,Pro Yaky? Spirits 2010,PS3,Sports,Konami Digital Entertainment,,2010.0,kaggle:ulrikthygepedersen/video-games-sales
7473,The Naked Brothers Band: The Video Game,Wii,Misc,THQ,,2008.0,kaggle:ulrikthygepedersen/video-games-sales
7474,Final Fight One,GBA,Fighting,Ubisoft,,2001.0,kaggle:ulrikthygepedersen/video-games-sales
7475,Rune Factory: Tides of Destiny,Wii,Role-Playing,Marvelous Interactive,,2011.0,kaggle:ulrikthygepedersen/video-games-sales
7476,The Amazing Spider-Man (Console Version),DS,Action,Activision,,2012.0,kaggle:ulrikthygepedersen/video-games-sales
7477,NCAA Football 10,PSP,Sports,Electronic Arts,,2009.0,kaggle:ulrikthygepedersen/video-games-sales
7478,Gallop Racer 2003: A New Breed,PS2,Sports,Zoo Digital Publishing,,2002.0,kaggle:ulrikthygepedersen/video-games-sales
7479,Dawn of Discovery,Wii,Simulation,Ubisoft,,2009.0,kaggle:ulrikthygepedersen/video-games-sales
7480,BeyBlade VForce: Super Tournament Battle,GC,Action,Atari,,2002.0,kaggle:ulrikthygepedersen/video-games-sales
7481,Outlaw Golf 2,XB,Sports,Global Star,,2004.0,kaggle:ulrikthygepedersen/video-games-sales
7482,Little Battlers eXperience: Baku Boost,3DS,Action,Nintendo,,2012.0,kaggle:ulrikthygepedersen/video-games-sales
7483,Anarchy Reigns,PS3,Action,Sega,,2012.0,kaggle:ulrikthygepedersen/video-games-sales
7484,CSI: Deadly Intent,X360,Adventure,Ubisoft,,2009.0,kaggle:ulrikthygepedersen/video-games-sales
7485,Defiance,PC,Shooter,Trion Worlds,,2013.0,kaggle:ulrikthygepedersen/video-games-sales
7486,J-League Pro Soccer Club o Tsukurou! 7 Euro Plus,PSP,Sports,Sega,,2011.0,kaggle:ulrikthygepedersen/video-games-sales
7487,LEGO Ninjago: Shadow of Ronin,3DS,Action,Warner Bros. Interactive Entertainment,,2015.0,kaggle:ulrikthygepedersen/video-games-sales
7488,Bugs Bunny & Taz: Time Busters,PS,Adventure,Infogrames,,2000.0,kaggle:ulrikthygepedersen/video-games-sales
7489,Need for Speed Carbon: Own the City,DS,Racing,Electronic Arts,,2006.0,kaggle:ulrikthygepedersen/video-games-sales
7490,Dragon Ball Z: Sagas,GC,Fighting,Atari,,2005.0,kaggle:ulrikthygepedersen/video-games-sales
7491,Kung Fu Rider,PS3,Action,Sony Computer Entertainment,,2010.0,kaggle:ulrikthygepedersen/video-games-sales
7492,Jikkyou Powerful Pro Yakyuu 2012,PS3,Action,Konami Digital Entertainment,,2012.0,kaggle:ulrikthygepedersen/video-games-sales
7493,X2: Wolverine's Revenge,XB,Platform,Activision,,2003.0,kaggle:ulrikthygepedersen/video-games-sales
7494,Power Rangers: Wild Force,GBA,Action,THQ,,2002.0,kaggle:ulrikthygepedersen/video-games-sales
7495,The Wolf Among Us,PS4,Adventure,Telltale Games,,2014.0,kaggle:ulrikthygepedersen/video-games-sales
7496,Thrillville,PSP,Strategy,Atari,,2006.0,kaggle:ulrikthygepedersen/video-games-sales
7497,Battle of Giants: Dinosaurs Strike,Wii,Strategy,Ubisoft,,2010.0,kaggle:ulrikthygepedersen/video-games-sales
7498,Attack on Titan (KOEI),PS4,Action,Tecmo Koei,,2016.0,kaggle:ulrikthygepedersen/video-games-sales
7499,The King of Fighters '95,NG,Fighting,SNK,,1995.0,kaggle:ulrikthygepedersen/video-games-sales
7500,Discovery Kids: Pony Paradise,DS,Simulation,505 Games,,2009.0,kaggle:ulrikthygepedersen/video-games-sales
7501,Mary-Kate and Ashley: Girls Night Out,GBA,Misc,Acclaim Entertainment,,2002.0,kaggle:ulrikthygepedersen/video-games-sales
7502,Cabela's North American Adventures,Wii,Sports,Activision,,2010.0,kaggle:ulrikthygepedersen/video-games-sales
7503,Enchanted Arms,PS3,Role-Playing,Ubisoft,,2007.0,kaggle:ulrikthygepedersen/video-games-sales
7504,Beyblade G-Revolution,GBA,Action,Atari,,2004.0,kaggle:ulrikthygepedersen/video-games-sales
7505,WWE All Stars,Wii,Fighting,THQ,,2011.0,kaggle:ulrikthygepedersen/video-games-sales
7506,Trade & Battle: Card Hero,GB,Strategy,Nintendo,,2000.0,kaggle:ulrikthygepedersen/video-games-sales
7507,World Championship Cards,PSP,Misc,Crave Entertainment,,2008.0,kaggle:ulrikthygepedersen/video-games-sales
7508,You Don't Know Jack,X360,Misc,THQ,,2011.0,kaggle:ulrikthygepedersen/video-games-sales
7509,Chronicles of Mystery: Curse of the Ancient Temple,DS,Adventure,City Interactive,,2009.0,kaggle:ulrikthygepedersen/video-games-sales
7510,NBA Live 15,XOne,Sports,Electronic Arts,,2014.0,kaggle:ulrikthygepedersen/video-games-sales
7511,Capcom Fighting Evolution,PS2,Fighting,Capcom,,2004.0,kaggle:ulrikthygepedersen/video-games-sales
7512,Frogger 3D,3DS,Action,Konami Digital Entertainment,,2011.0,kaggle:ulrikthygepedersen/video-games-sales
7513,SD Gundam GNext,SNES,Strategy,Namco Bandai Games,,1995.0,kaggle:ulrikthygepedersen/video-games-sales
7514,Backyard NFL Football 2006,PS2,Sports,Atari,,2005.0,kaggle:ulrikthygepedersen/video-games-sales
7515,NASCAR Heat 2002,XB,Racing,Infogrames,,2001.0,kaggle:ulrikthygepedersen/video-games-sales
7516,Planet 51,Wii,Action,Sega,,2009.0,kaggle:ulrikthygepedersen/video-games-sales
7517,Sloane to MacHale no Nazo no Monogatari,DS,Puzzle,Level 5,,2009.0,kaggle:ulrikthygepedersen/video-games-sales
7518,DarkStar One: Broken Alliance,X360,Simulation,Kalypso Media,,2010.0,kaggle:ulrikthygepedersen/video-games-sales
7519,My Fitness Coach 2: Exercise and Nutrition,Wii,Sports,Black Bean Games,,2009.0,kaggle:ulrikthygepedersen/video-games-sales
7520,Sengoku Basara 2 Heroes,PS2,Action,Capcom,,2007.0,kaggle:ulrikthygepedersen/video-games-sales
7521,Buzz! The Schools Quiz,PS2,Misc,Sony Computer Entertainment,,2008.0,kaggle:ulrikthygepedersen/video-games-sales
7522,Two Worlds II,PC,Role-Playing,Unknown,,2011.0,kaggle:ulrikthygepedersen/video-games-sales
7523,Suikoden Tactics,PS2,Strategy,Konami Digital Entertainment,,2005.0,kaggle:ulrikthygepedersen/video-games-sales
7524,NCAA March Madness 06,XB,Sports,Electronic Arts,,2005.0,kaggle:ulrikthygepedersen/video-games-sales
7525,Major League Baseball 2K11,PS3,Sports,Take-Two Interactive,,2011.0,kaggle:ulrikthygepedersen/video-games-sales
7526,Mobile Suit Gundam: Crossfire,PS3,Simulation,Namco Bandai Games,,2006.0,kaggle:ulrikthygepedersen/video-games-sales
7527,Phantasy Star Online,DC,Role-Playing,Sega,,2000.0,kaggle:ulrikthygepedersen/video-games-sales
7528,Crazy Taxi 3: High Roller,XB,Racing,Sega,,2002.0,kaggle:ulrikthygepedersen/video-games-sales
7529,Dark Messiah of Might and Magic Elements,X360,Role-Playing,Ubisoft,,2008.0,kaggle:ulrikthygepedersen/video-games-sales
7530,Just Dance 2: Extra Songs,Wii,Misc,Ubisoft,,2011.0,kaggle:ulrikthygepedersen/video-games-sales
7531,Midnight Club 3: DUB Edition Remix,XB,Racing,Take-Two Interactive,,2006.0,kaggle:ulrikthygepedersen/video-games-sales
7532,International Superstar Soccer 2000,PS2,Sports,Konami Digital Entertainment,,2000.0,kaggle:ulrikthygepedersen/video-games-sales
7533,"Warhammer 40,000: Space Marine",PC,Shooter,THQ,,2011.0,kaggle:ulrikthygepedersen/video-games-sales
7534,CandyLand / Chutes & Ladders / Memory,GBA,Misc,Zoo Digital Publishing,,2005.0,kaggle:ulrikthygepedersen/video-games-sales
7535,The Bible Game,PS2,Misc,Crave Entertainment,,2005.0,kaggle:ulrikthygepedersen/video-games-sales
7536,Drift King Shutokou Battle '94,SNES,Racing,BPS,,1994.0,kaggle:ulrikthygepedersen/video-games-sales
7537,Shining Blade,PSP,Role-Playing,Sega,,2012.0,kaggle:ulrikthygepedersen/video-games-sales
7538,Fairy Fencer F,PS3,Role-Playing,Nippon Ichi Software,,2013.0,kaggle:ulrikthygepedersen/video-games-sales
7539,Atelier Shallie: Alchemists of the Dusk Sea,PS3,Role-Playing,Tecmo Koei,,2014.0,kaggle:ulrikthygepedersen/video-games-sales
7540,The Ultimate Red Ball Challenge,Wii,Misc,Mindscape,,2009.0,kaggle:ulrikthygepedersen/video-games-sales
7541,PBR: Out of the Chute,PS2,Sports,Crave Entertainment,,2008.0,kaggle:ulrikthygepedersen/video-games-sales
7542,The King of Fighters Collection: The Orochi Saga,PS2,Fighting,Ignition Entertainment,,2006.0,kaggle:ulrikthygepedersen/video-games-sales
7543,Jikkyou Powerful Pro Yakyuu 10 Chou Ketteiban: 2003 Memorial,PS2,Sports,Konami Digital Entertainment,,2003.0,kaggle:ulrikthygepedersen/video-games-sales
7544,Arcana Heart 3,PS3,Fighting,PQube,,2011.0,kaggle:ulrikthygepedersen/video-games-sales
7545,Tekken 3D: Prime Edition,3DS,Fighting,Nintendo,,2012.0,kaggle:ulrikthygepedersen/video-games-sales
7546,Deal or No Deal: The Banker is Back!,DS,Misc,Mindscape,,2008.0,kaggle:ulrikthygepedersen/video-games-sales
7547,Jillian Michaels' Fitness Adventure,X360,Misc,505 Games,,2011.0,kaggle:ulrikthygepedersen/video-games-sales
7548,MLB 10: The Show,PSP,Sports,Sony Computer Entertainment,,2010.0,kaggle:ulrikthygepedersen/video-games-sales
7549,State of Decay,XOne,Strategy,Microsoft Game Studios,,2015.0,kaggle:ulrikthygepedersen/video-games-sales
7550,Ashes Cricket 2009,X360,Sports,Codemasters,,2009.0,kaggle:ulrikthygepedersen/video-games-sales
7551,Saturday Night Speedway,PS2,Racing,Play It,,2004.0,kaggle:ulrikthygepedersen/video-games-sales
7552,Bratz: Rock Angelz,GC,Misc,THQ,,2005.0,kaggle:ulrikthygepedersen/video-games-sales
7553,Langrisser III,SAT,Strategy,NCS,,1996.0,kaggle:ulrikthygepedersen/video-games-sales
7554,Samurai Spirits (CD),NG,Fighting,SNK,,1994.0,kaggle:ulrikthygepedersen/video-games-sales
7555,MLB SlugFest 20-03,XB,Sports,Midway Games,,2002.0,kaggle:ulrikthygepedersen/video-games-sales
7556,Dragon Ball: Revenge of King Piccolo,Wii,Action,Namco Bandai Games,,2009.0,kaggle:ulrikthygepedersen/video-games-sales
7557,Spectrobes: Origins,Wii,Role-Playing,Disney Interactive Studios,,2009.0,kaggle:ulrikthygepedersen/video-games-sales
7558,Earth Defense Force: Insect Armageddon,PS3,Shooter,D3Publisher,,2011.0,kaggle:ulrikthygepedersen/video-games-sales
7559,Pitfall: The Lost Expedition,PS2,Platform,Activision,,2004.0,kaggle:ulrikthygepedersen/video-games-sales
7560,Marvel: Ultimate Alliance 2,DS,Role-Playing,Activision,,2009.0,kaggle:ulrikthygepedersen/video-games-sales
7561,From TV Animation One Piece: Grand Battle! 3,GC,Fighting,Namco Bandai Games,,2003.0,kaggle:ulrikthygepedersen/video-games-sales
7562,Assassin's Creed Syndicate,PC,Action,Ubisoft,,2015.0,kaggle:ulrikthygepedersen/video-games-sales
7563,Rocket Power: Zero Gravity Zone,GBA,Sports,THQ,,2003.0,kaggle:ulrikthygepedersen/video-games-sales
7564,Le Mans 24 Hours,PS2,Racing,Infogrames,,2001.0,kaggle:ulrikthygepedersen/video-games-sales
7565,XCOM 2,PC,Strategy,Take-Two Interactive,,2016.0,kaggle:ulrikthygepedersen/video-games-sales
7566,International Cricket 2010,PS3,Sports,Codemasters,,2010.0,kaggle:ulrikthygepedersen/video-games-sales
7567,ESPN MLB Baseball,PS2,Sports,Sega,,2004.0,kaggle:ulrikthygepedersen/video-games-sales
7568,Neighborhood Games,Wii,Misc,THQ,,2009.0,kaggle:ulrikthygepedersen/video-games-sales
7569,All Star Pro-Wrestling,PS2,Fighting,SquareSoft,,2000.0,kaggle:ulrikthygepedersen/video-games-sales
7570,Way of the Samurai 4,PS3,Action,Nippon Ichi Software,,2011.0,kaggle:ulrikthygepedersen/video-games-sales
7571,Clive Barker's Jericho,PS3,Shooter,Codemasters,,2007.0,kaggle:ulrikthygepedersen/video-games-sales
7572,Harvest Moon: More Friends of Mineral Town,GBA,Simulation,Ubisoft,,2003.0,kaggle:ulrikthygepedersen/video-games-sales
7573,Captain America: Super Soldier,PS3,Action,Sega,,2011.0,kaggle:ulrikthygepedersen/video-games-sales
7574,MLB 12: The Show,PSV,Sports,Sony Computer Entertainment,,2012.0,kaggle:ulrikthygepedersen/video-games-sales
7575,The Fairly Odd Parents: Shadow Showdown,GC,Platform,THQ,,2004.0,kaggle:ulrikthygepedersen/video-games-sales
7576,NHL 17,PS4,Sports,Electronic Arts,,2016.0,kaggle:ulrikthygepedersen/video-games-sales
7577,Mobile Suit Gundam Side Story II: Aoi o Uketsugu Mono,SAT,Shooter,Namco Bandai Games,,1996.0,kaggle:ulrikthygepedersen/video-games-sales
7578,Camping Mama: Outdoor Adventures,DS,Simulation,505 Games,,2011.0,kaggle:ulrikthygepedersen/video-games-sales
7579,Kurohyou 2: Ryu ga Gotoku Ashura Hen,PSP,Action,Sega,,2012.0,kaggle:ulrikthygepedersen/video-games-sales
7580,NBA 2K2,XB,Sports,Sega,,2002.0,kaggle:ulrikthygepedersen/video-games-sales
7581,X2: Wolverine's Revenge,GBA,Platform,Activision,,2003.0,kaggle:ulrikthygepedersen/video-games-sales
7582,7th Dragon 2020,PSP,Role-Playing,Sega,,2011.0,kaggle:ulrikthygepedersen/video-games-sales
7583,Cars,XB,Racing,THQ,,2006.0,kaggle:ulrikthygepedersen/video-games-sales
7584,Taiko no Tatsujin: Waku Waku Anime Matsuri,PS2,Misc,Namco Bandai Games,,2003.0,kaggle:ulrikthygepedersen/video-games-sales
7585,Imagine: Babyz Fashion,DS,Simulation,Ubisoft,,2009.0,kaggle:ulrikthygepedersen/video-games-sales
7586,Spy Hunter,GC,Racing,Midway Games,,2002.0,kaggle:ulrikthygepedersen/video-games-sales
7587,Warriors Orochi,PSP,Action,Tecmo Koei,,2008.0,kaggle:ulrikthygepedersen/video-games-sales
7588,Dead to Rights II,PS2,Shooter,Electronic Arts,,2005.0,kaggle:ulrikthygepedersen/video-games-sales
7589,Super Dodge Ball Advance,GBA,Sports,Ubisoft,,2001.0,kaggle:ulrikthygepedersen/video-games-sales
7590,Ogre Battle Saga Episode Five: The March of the Black Queen,PS,Role-Playing,ArtDink,,1996.0,kaggle:ulrikthygepedersen/video-games-sales
7591,Ridge Racer 6,X360,Racing,Namco Bandai Games,,2005.0,kaggle:ulrikthygepedersen/video-games-sales
7592,Angry Birds Star Wars,PS4,Strategy,Activision,,2013.0,kaggle:ulrikthygepedersen/video-games-sales
7593,"Ni Hao, Kai-lan: New Year's Celebration",DS,Misc,Take-Two Interactive,,2009.0,kaggle:ulrikthygepedersen/video-games-sales
7594,Press Your Luck 2010 Edition,DS,Misc,Ubisoft,,2009.0,kaggle:ulrikthygepedersen/video-games-sales
7595,Treasure World,DS,Simulation,Aspyr,,2009.0,kaggle:ulrikthygepedersen/video-games-sales
7596,Front Mission Evolved,X360,Shooter,Square Enix,,2010.0,kaggle:ulrikthygepedersen/video-games-sales
7597,Body and Brain Connection,X360,Misc,Namco Bandai Games,,2010.0,kaggle:ulrikthygepedersen/video-games-sales
7598,MDK,PS,Shooter,Interplay,,1997.0,kaggle:ulrikthygepedersen/video-games-sales
7599,Monster Jam,X360,Racing,Activision,,2007.0,kaggle:ulrikthygepedersen/video-games-sales
7600,Afro Samurai,PS3,Action,Atari,,2009.0,kaggle:ulrikthygepedersen/video-games-sales
7601,Rock Band Track Pack: Classic Rock,PS2,Misc,MTV Games,,2009.0,kaggle:ulrikthygepedersen/video-games-sales
7602,Zone of the Enders HD Collection,X360,Simulation,Konami Digital Entertainment,,2012.0,kaggle:ulrikthygepedersen/video-games-sales
7603,Ty the Tasmanian Tiger 2: Bush Rescue,GC,Platform,Electronic Arts,,2004.0,kaggle:ulrikthygepedersen/video-games-sales
7604,Speed Punks,PS,Racing,Sony Computer Entertainment,,1998.0,kaggle:ulrikthygepedersen/video-games-sales
7605,The Legend of Heroes VII: The Trail of Blue,PSP,Role-Playing,Falcom Corporation,,2011.0,kaggle:ulrikthygepedersen/video-games-sales
7606,No More Heroes: Heroes' Paradise,PS3,Action,Konami Digital Entertainment,,2010.0,kaggle:ulrikthygepedersen/video-games-sales
7607,Mahjongg Mysteries: Ancient Egypt,DS,Puzzle,Avanquest,,2010.0,kaggle:ulrikthygepedersen/video-games-sales
7608,Saints Row IV,XOne,Action,Deep Silver,,2015.0,kaggle:ulrikthygepedersen/video-games-sales
7609,Injustice: Gods Among Us,WiiU,Fighting,Warner Bros. Interactive Entertainment,,2013.0,kaggle:ulrikthygepedersen/video-games-sales
7610,MVP Baseball 2003,XB,Sports,Electronic Arts,,2003.0,kaggle:ulrikthygepedersen/video-games-sales
7611,CSI: Unsolved!,DS,Adventure,Ubisoft,,2010.0,kaggle:ulrikthygepedersen/video-games-sales
7612,Star Wars: Battlefront,PC,Shooter,LucasArts,,2004.0,kaggle:ulrikthygepedersen/video-games-sales
7613,NCAA Final Four 2004,PS2,Sports,Sony Computer Entertainment,,2003.0,kaggle:ulrikthygepedersen/video-games-sales
7614,"The Chronicles of Narnia: The Lion, The Witch and The Wardrobe",XB,Action,Disney Interactive Studios,,2005.0,kaggle:ulrikthygepedersen/video-games-sales
7615,Tigger's Honey Hunt,N64,Platform,Ubisoft,,2000.0,kaggle:ulrikthygepedersen/video-games-sales
7616,Famista 64,N64,Sports,Namco Bandai Games,,,kaggle:ulrikthygepedersen/video-games-sales
7617,Roadsters 99,N64,Racing,Titus,,1999.0,kaggle:ulrikthygepedersen/video-games-sales
7618,Magical Tetris Challenge,N64,Puzzle,Activision,,1997.0,kaggle:ulrikthygepedersen/video-games-sales
7619,Twisted Edge Extreme Snowboarding,N64,Sports,Kemco,,1998.0,kaggle:ulrikthygepedersen/video-games-sales
7620,Disney's Tarzan,N64,Platform,Activision,,2000.0,kaggle:ulrikthygepedersen/video-games-sales
7621,South Park Rally,N64,Racing,Acclaim Entertainment,,2000.0,kaggle:ulrikthygepedersen/video-games-sales
7622,Body Harvest,N64,Shooter,Gremlin Interactive Ltd,,1998.0,kaggle:ulrikthygepedersen/video-games-sales
7623,San Francisco Rush 2049,N64,Racing,Midway Games,,2000.0,kaggle:ulrikthygepedersen/video-games-sales
7624,Super Robot Taisen 64,N64,Strategy,Banpresto,,1999.0,kaggle:ulrikthygepedersen/video-games-sales
7625,Snowboard Kids,N64,Sports,Atlus,,1996.0,kaggle:ulrikthygepedersen/video-games-sales
7626,NBA 07,PSP,Sports,Sony Computer Entertainment,,2006.0,kaggle:ulrikthygepedersen/video-games-sales
7627,IHRA Drag Racing 2004,XB,Racing,Bethesda Softworks,,2003.0,kaggle:ulrikthygepedersen/video-games-sales
7628,Shining Hearts,PSP,Role-Playing,Sega,,2010.0,kaggle:ulrikthygepedersen/video-games-sales
7629,Magical ZhuZhu Princess: Carriages & Castles,DS,Simulation,Activision,,2011.0,kaggle:ulrikthygepedersen/video-games-sales
7630,Code of Princess,3DS,Action,Agatsuma Entertainment,,2012.0,kaggle:ulrikthygepedersen/video-games-sales
7631,Tomb Raider: Underworld,DS,Action,Eidos Interactive,,2008.0,kaggle:ulrikthygepedersen/video-games-sales
7632,The Con,PSP,Fighting,Sony Computer Entertainment,,2005.0,kaggle:ulrikthygepedersen/video-games-sales
7633,Tony Hawk's Pro Skater 5,PS4,Sports,Activision,,2015.0,kaggle:ulrikthygepedersen/video-games-sales
7634,Jissen Pachi-Slot Hisshouhou! Aladdin A,PS2,Misc,Sammy Corporation,,2002.0,kaggle:ulrikthygepedersen/video-games-sales
7635,Namco Museum: 50th Anniversary,GBA,Misc,Namco Bandai Games,,2005.0,kaggle:ulrikthygepedersen/video-games-sales
7636,Ford Racing Off Road,PS2,Racing,Xplosiv,,2008.0,kaggle:ulrikthygepedersen/video-games-sales
7637,The Witch and the Hundred Knight,PS3,Role-Playing,Nippon Ichi Software,,2013.0,kaggle:ulrikthygepedersen/video-games-sales
7638,Nobunaga no Yabou: Reppuuden,PS,Strategy,Tecmo Koei,,1999.0,kaggle:ulrikthygepedersen/video-games-sales
7639,Hot Wheels: Track Attack,Wii,Racing,THQ,,2010.0,kaggle:ulrikthygepedersen/video-games-sales
7640,Schlag den Raab,Wii,Misc,Namco Bandai Games,,2010.0,kaggle:ulrikthygepedersen/video-games-sales
7641,UFC Personal Trainer: The Ultimate Fitness System,PS3,Sports,THQ,,2011.0,kaggle:ulrikthygepedersen/video-games-sales
7642,Total War: Shogun 2 - Fall of the Samurai,PC,Strategy,Sega,,2012.0,kaggle:ulrikthygepedersen/video-games-sales
7643,The BIGS 2,PS2,Sports,Take-Two Interactive,,2009.0,kaggle:ulrikthygepedersen/video-games-sales
7644,Mat Hoffman's Pro BMX 2,XB,Sports,Activision,,2002.0,kaggle:ulrikthygepedersen/video-games-sales
7645,Treasure Hunter G,SNES,Role-Playing,SquareSoft,,1996.0,kaggle:ulrikthygepedersen/video-games-sales
7646,Untold Legends: Dark Kingdom,PS3,Role-Playing,Electronic Arts,,2006.0,kaggle:ulrikthygepedersen/video-games-sales
7647,From Russia With Love,XB,Action,Electronic Arts,,2005.0,kaggle:ulrikthygepedersen/video-games-sales
7648,Wing Arms,SAT,Shooter,Sega,,1994.0,kaggle:ulrikthygepedersen/video-games-sales
7649,Dead Space 3,PC,Action,Electronic Arts,,,kaggle:ulrikthygepedersen/video-games-sales
7650,Pro Yaky? Spirits 2013,PS3,Sports,Konami Digital Entertainment,,2013.0,kaggle:ulrikthygepedersen/video-games-sales
7651,We Wish You A Merry Christmas,Wii,Action,Destineer,,2009.0,kaggle:ulrikthygepedersen/video-games-sales
7652,BioShock The Collection,PS4,Shooter,Take-Two Interactive,,2016.0,kaggle:ulrikthygepedersen/video-games-sales
