sales_game_id,title,platform,genre,publisher,developer,release_year,source
2017,Rayman Origins,PS3,Platform,Ubisoft,,2011.0,kaggle:ulrikthygepedersen/video-games-sales
2018,Epic Mickey 2: The Power of Two,Wii,Action,Disney Interactive Studios,,2012.0,kaggle:ulrikthygepedersen/video-games-sales
2019,NCAA March Madness 2004,PS2,Sports,Electronic Arts,,2003.0,kaggle:ulrikthygepedersen/video-games-sales
2020,Donkey Kong Land III,GB,Platform,Nintendo,,,kaggle:ulrikthygepedersen/video-games-sales
2021,Bomberman,NES,Puzzle,Hudson Soft,,1985.0,kaggle:ulrikthygepedersen/video-games-sales
2022,The Simpsons Game,Wii,Action,Electronic Arts,,2007.0,kaggle:ulrikthygepedersen/video-games-sales
2023,Tomb Raider,PC,Action,Eidos Interactive,,1996.0,kaggle:ulrikthygepedersen/video-games-sales
2024,Rock Band 2,Wii,Misc,MTV Games,,2008.0,kaggle:ulrikthygepedersen/video-games-sales
2025,Street Fighter Alpha 3,PS,Fighting,Virgin Interactive,,1998.0,kaggle:ulrikthygepedersen/video-games-sales
2026,Bulletstorm,X360,Shooter,Electronic Arts,,2011.0,kaggle:ulrikthygepedersen/video-games-sales
2027,FIFA Soccer 08,Wii,Sports,Electronic Arts,,2007.0,kaggle:ulrikthygepedersen/video-games-sales
2028,Naruto: Clash of Ninja Revolution,Wii,Fighting,Tomy Corporation,,2007.0,kaggle:ulrikthygepedersen/video-games-sales
2029,Tom Clancy's Ghost Recon Advanced Warfighter 2,X360,Shooter,Ubisoft,,2007.0,kaggle:ulrikthygepedersen/video-games-sales
2030,ZombiU,WiiU,Action,Ubisoft,,2012.0,kaggle:ulrikthygepedersen/video-games-sales
2031,Shrek 2,GC,Platform,Activision,,2004.0,kaggle:ulrikthygepedersen/video-games-sales
2032,Petz: Catz 2,DS,Simulation,Ubisoft,,2007.0,kaggle:ulrikthygepedersen/video-games-sales
2033,Tales of Graces f,PS3,Role-Playing,Namco Bandai Games,,2010.0,kaggle:ulrikthygepedersen/video-games-sales
2034,Final Fight 2,SNES,Action,Capcom,,1993.0,kaggle:ulrikthygepedersen/video-games-sales
2035,Wall-E,Wii,Platform,THQ,,2008.0,kaggle:ulrikthygepedersen/video-games-sales
2036,The Lost World: Jurassic Park,PS,Action,Electronic Arts,,1997.0,kaggle:ulrikthygepedersen/video-games-sales
2037,Ace Combat 6: Fires of Liberation,X360,Simulation,Atari,,2007.0,kaggle:ulrikthygepedersen/video-games-sales
2038,Madden NFL 07,XB,Sports,Electronic Arts,,2006.0,kaggle:ulrikthygepedersen/video-games-sales
2039,Disney Infinity 2.0: Marvel Super Heroes,PS3,Action,Disney Interactive Studios,,2014.0,kaggle:ulrikthygepedersen/video-games-sales
2040,Harry Potter and the Prisoner of Azkaban,PS2,Action,Electronic Arts,,2004.0,kaggle:ulrikthygepedersen/video-games-sales
2041,Pong: The Next Level,PS,Puzzle,Hasbro Interactive,,1998.0,kaggle:ulrikthygepedersen/video-games-sales
2042,Bayonetta 2,WiiU,Action,Nintendo,,2014.0,kaggle:ulrikthygepedersen/video-games-sales
2043,Prince of Persia,X360,Action,Ubisoft,,2008.0,kaggle:ulrikthygepedersen/video-games-sales
2044,God of War: Ghost of Sparta,PSP,Action,Sony Computer Entertainment,,2010.0,kaggle:ulrikthygepedersen/video-games-sales
2045,Sonic Generations,3DS,Platform,Sega,,2011.0,kaggle:ulrikthygepedersen/video-games-sales
2046,Ninja Gaiden II,X360,Action,Tecmo Koei,,2008.0,kaggle:ulrikthygepedersen/video-games-sales
2047,NBA Jam Tournament Edition,SNES,Sports,Acclaim Entertainment,,1995.0,kaggle:ulrikthygepedersen/video-games-sales
2048,Championship Manager 3,PC,Sports,Eidos Interactive,,2003.0,kaggle:ulrikthygepedersen/video-games-sales
2049,Guitar Hero: Warriors of Rock,Wii,Misc,Activision,,2010.0,kaggle:ulrikthygepedersen/video-games-sales
2050,Oshare Majo Love and Berry: DS Collection,DS,Misc,Sega,,2006.0,kaggle:ulrikthygepedersen/video-games-sales
2051,Monster Rancher,PS,Simulation,Tecmo Koei,,1997.0,kaggle:ulrikthygepedersen/video-games-sales
2052,The LEGO Movie Videogame,PS3,Action,Warner Bros. Interactive Entertainment,,2014.0,kaggle:ulrikthygepedersen/video-games-sales
2053,DiRT 2,PS3,Racing,Codemasters,,2009.0,kaggle:ulrikthygepedersen/video-games-sales
2054,Rayman Legends,PS4,Platform,Ubisoft,,2014.0,kaggle:ulrikthygepedersen/video-games-sales
2055,NERF N-Strike Elite,Wii,Shooter,Electronic Arts,,2009.0,kaggle:ulrikthygepedersen/video-games-sales
2056,Ford Racing 2,PS2,Racing,Empire Interactive,,2003.0,kaggle:ulrikthygepedersen/video-games-sales
2057,Breath of Fire III,PS,Role-Playing,Capcom,,1997.0,kaggle:ulrikthygepedersen/video-games-sales
2058,PES 2009: Pro Evolution Soccer,X360,Sports,Konami Digital Entertainment,,2008.0,kaggle:ulrikthygepedersen/video-games-sales
2059,Dead or Alive 2,PS2,Fighting,Tecmo Koei,,2000.0,kaggle:ulrikthygepedersen/video-games-sales
2060,1942,NES,Shooter,Capcom,,1985.0,kaggle:ulrikthygepedersen/video-games-sales
2061,Excitebike 64,N64,Racing,Nintendo,,2000.0,kaggle:ulrikthygepedersen/video-games-sales
2062,NES Open Tournament Golf,NES,Sports,Nintendo,,1991.0,kaggle:ulrikthygepedersen/video-games-sales
2063,Game & Watch Gallery,GB,Misc,Nintendo,,1997.0,kaggle:ulrikthygepedersen/video-games-sales
2064,Jissen Pachi-Slot Hisshouhou: Hokuto no Ken,PS2,Misc,Sammy Corporation,,2004.0,kaggle:ulrikthygepedersen/video-games-sales
2065,SoulCalibur II,XB,Fighting,Namco Bandai Games,,2003.0,kaggle:ulrikthygepedersen/video-games-sales
2066,Haze,PS3,Shooter,Ubisoft,,2008.0,kaggle:ulrikthygepedersen/video-games-sales
2067,UFC Undisputed 3,X360,Action,THQ,,2012.0,kaggle:ulrikthygepedersen/video-games-sales
2068,Winning Eleven: Pro Evolution Soccer 2007 (All Region sales),X360,Sports,Konami Digital Entertainment,,2006.0,kaggle:ulrikthygepedersen/video-games-sales
2069,Road & Track Presents: The Need for Speed,PS,Racing,Electronic Arts,,1995.0,kaggle:ulrikthygepedersen/video-games-sales
2070,NFL GameDay 2001,PS,Sports,Sony Computer Entertainment,,2000.0,kaggle:ulrikthygepedersen/video-games-sales
2071,Killzone: Mercenary,PSV,Shooter,Sony Computer Entertainment Europe,,2013.0,kaggle:ulrikthygepedersen/video-games-sales
2072,NBA Live 97,PS,Sports,Electronic Arts,,1996.0,kaggle:ulrikthygepedersen/video-games-sales
2073,Dynasty Warriors 3: Xtreme Legends,PS2,Action,Tecmo Koei,,2002.0,kaggle:ulrikthygepedersen/video-games-sales
2074,Zoo Tycoon DS,DS,Strategy,THQ,,2005.0,kaggle:ulrikthygepedersen/video-games-sales
2075,Rocksmith 2014,PS3,Misc,Ubisoft,,2013.0,kaggle:ulrikthygepedersen/video-games-sales
2076,Dead Space 3,PS3,Action,Electronic Arts,,2013.0,kaggle:ulrikthygepedersen/video-games-sales
2077,Wheel of Fortune,Wii,Misc,THQ,,2010.0,kaggle:ulrikthygepedersen/video-games-sales
2078,Disney Infinity,PS3,Action,Disney Interactive Studios,,2013.0,kaggle:ulrikthygepedersen/video-games-sales
2079,Dark Souls,X360,Role-Playing,Namco Bandai Games,,2011.0,kaggle:ulrikthygepedersen/video-games-sales
2080,Puzzler Collection,DS,Puzzle,Ubisoft,,2008.0,kaggle:ulrikthygepedersen/video-games-sales
2081,Jampack Winter 2000,PS,Misc,Sony Computer Entertainment,,2000.0,kaggle:ulrikthygepedersen/video-games-sales
2082,Dead Space 3,X360,Action,Electronic Arts,,2013.0,kaggle:ulrikthygepedersen/video-games-sales
2083,Phoenix Wright: Ace Attorney,DS,Adventure,Capcom,,2005.0,kaggle:ulrikthygepedersen/video-games-sales
2084,NFL Fever 2002,XB,Sports,Microsoft Game Studios,,2000.0,kaggle:ulrikthygepedersen/video-games-sales
2085,The Simpsons: Hit & Run,GC,Racing,Vivendi Games,,2003.0,kaggle:ulrikthygepedersen/video-games-sales
2086,Littlest Pet Shop: Winter,DS,Simulation,Electronic Arts,,2008.0,kaggle:ulrikthygepedersen/video-games-sales
2087,LEGO Harry Potter: Years 5-7,X360,Action,Warner Bros. Interactive Entertainment,,,kaggle:ulrikthygepedersen/video-games-sales
2088,Tom Clancy's Splinter Cell: Blacklist,X360,Action,Ubisoft,,2013.0,kaggle:ulrikthygepedersen/video-games-sales
2089,Ace Combat X: Skies of Deception,PSP,Simulation,Namco Bandai Games,,2006.0,kaggle:ulrikthygepedersen/video-games-sales
2090,NCAA Football 12,X360,Sports,Electronic Arts,,2011.0,kaggle:ulrikthygepedersen/video-games-sales
2091,LEGO Pirates of the Caribbean: The Video Game,PS3,Action,Disney Interactive Studios,,2011.0,kaggle:ulrikthygepedersen/video-games-sales
2092,Band Hero,Wii,Misc,Activision,,2009.0,kaggle:ulrikthygepedersen/video-games-sales
2093,Cars: Race-O-Rama,Wii,Racing,THQ,,2009.0,kaggle:ulrikthygepedersen/video-games-sales
2094,Oddworld: Abe's Exoddus,PS,Platform,GT Interactive,,1998.0,kaggle:ulrikthygepedersen/video-games-sales
2095,EyePet,PS3,Simulation,Sony Computer Entertainment,,2009.0,kaggle:ulrikthygepedersen/video-games-sales
2096,Scooby-Doo! First Frights,Wii,Action,Warner Bros. Interactive Entertainment,,2009.0,kaggle:ulrikthygepedersen/video-games-sales
2097,Midnight Club: LA Remix,PSP,Racing,Take-Two Interactive,,2008.0,kaggle:ulrikthygepedersen/video-games-sales
2098,The Bouncer,PS2,Action,Sony Computer Entertainment,,2000.0,kaggle:ulrikthygepedersen/video-games-sales
2099,Guitar Hero: Aerosmith,PS3,Misc,Activision,,2008.0,kaggle:ulrikthygepedersen/video-games-sales
2100,WWE SmackDown vs Raw 2008,Wii,Fighting,THQ,,2007.0,kaggle:ulrikthygepedersen/video-games-sales
2101,FIFA Soccer 10,Wii,Sports,Electronic Arts,,2009.0,kaggle:ulrikthygepedersen/video-games-sales
2102,Shadow The Hedgehog,GC,Platform,Sega,,2005.0,kaggle:ulrikthygepedersen/video-games-sales
2103,Farming Simulator 2013,PC,Simulation,Focus Home Interactive,,2012.0,kaggle:ulrikthygepedersen/video-games-sales
2104,Fallout 3,PC,Role-Playing,Bethesda Softworks,,2008.0,kaggle:ulrikthygepedersen/video-games-sales
2105,Cars,DS,Racing,THQ,,2006.0,kaggle:ulrikthygepedersen/video-games-sales
2106,Pro Evolution Soccer 2008,PSP,Sports,Konami Digital Entertainment,,2008.0,kaggle:ulrikthygepedersen/video-games-sales
2107,Far Cry 3,PC,Shooter,Ubisoft,,2012.0,kaggle:ulrikthygepedersen/video-games-sales
2108,Xenoblade Chronicles,Wii,Role-Playing,Nintendo,,2010.0,kaggle:ulrikthygepedersen/video-games-sales
2109,Just Dance 2014,X360,Misc,Ubisoft,,2013.0,kaggle:ulrikthygepedersen/video-games-sales
2110,Mario Party Advance,GBA,Misc,Nintendo,,2005.0,kaggle:ulrikthygepedersen/video-games-sales
2111,Sonic & Sega All-Stars Racing,PS3,Racing,Sega,,2010.0,kaggle:ulrikthygepedersen/video-games-sales
2112,Tetris 2,NES,Puzzle,Nintendo,,1993.0,kaggle:ulrikthygepedersen/video-games-sales
2113,NASCAR 99,N64,Racing,Electronic Arts,,1998.0,kaggle:ulrikthygepedersen/video-games-sales
2114,Air-Sea Battle,2600,Shooter,Atari,,,kaggle:ulrikthygepedersen/video-games-sales
2115,Suikoden III,PS2,Role-Playing,Unknown,,,kaggle:ulrikthygepedersen/video-games-sales
2116,Kingdom Hearts Re:coded,DS,Role-Playing,Square Enix,,2010.0,kaggle:ulrikthygepedersen/video-games-sales
2117,South Park: The Stick of Truth,PS3,Role-Playing,Ubisoft,,2014.0,kaggle:ulrikthygepedersen/video-games-sales
2118,Driver: San Francisco,PS3,Racing,Ubisoft,,2011.0,kaggle:ulrikthygepedersen/video-games-sales
2119,Sniper Elite V2,PS3,Shooter,505 Games,,2012.0,kaggle:ulrikthygepedersen/video-games-sales
2120,Far Cry 4,X360,Shooter,Ubisoft,,2014.0,kaggle:ulrikthygepedersen/video-games-sales
2121,Grand Theft Auto: San Andreas,PC,Action,Take-Two Interactive,,2005.0,kaggle:ulrikthygepedersen/video-games-sales
2122,Tom Clancy's Splinter Cell: Blacklist,PS3,Action,Ubisoft,,2013.0,kaggle:ulrikthygepedersen/video-games-sales
2123,Pro Evolution Soccer 2014,PS3,Action,Konami Digital Entertainment,,2013.0,kaggle:ulrikthygepedersen/video-games-sales
2124,Madden NFL 16,X360,Sports,Electronic Arts,,2015.0,kaggle:ulrikthygepedersen/video-games-sales
2125,Madden NFL 10,PS2,Sports,Electronic Arts,,2009.0,kaggle:ulrikthygepedersen/video-games-sales
2126,Brutal Legend,X360,Action,Electronic Arts,,2009.0,kaggle:ulrikthygepedersen/video-games-sales
2127,Tamagotchi Connection: Corner Shop 2,DS,Simulation,Namco Bandai Games,,2006.0,kaggle:ulrikthygepedersen/video-games-sales
2128,Final Fantasy Type-0,PS4,Role-Playing,Square Enix,,2015.0,kaggle:ulrikthygepedersen/video-games-sales
2129,Madden NFL 08,PS3,Sports,Electronic Arts,,2007.0,kaggle:ulrikthygepedersen/video-games-sales
2130,de Blob,Wii,Platform,THQ,,2008.0,kaggle:ulrikthygepedersen/video-games-sales
2131,NCAA Football 06,XB,Sports,Electronic Arts,,2005.0,kaggle:ulrikthygepedersen/video-games-sales
2132,Mass Effect 3,PC,Role-Playing,Electronic Arts,,2012.0,kaggle:ulrikthygepedersen/video-games-sales
2133,NBA 2K10,X360,Sports,Take-Two Interactive,,2009.0,kaggle:ulrikthygepedersen/video-games-sales
2134,Fire Emblem,GBA,Strategy,Nintendo,,2003.0,kaggle:ulrikthygepedersen/video-games-sales
2135,Yakuza 4,PS3,Action,Sega,,,kaggle:ulrikthygepedersen/video-games-sales
2136,Skylanders: Spyro's Adventure,X360,Action,Activision,,2011.0,kaggle:ulrikthygepedersen/video-games-sales
2137,Club Penguin: Game Day!,Wii,Sports,Disney Interactive Studios,,2010.0,kaggle:ulrikthygepedersen/video-games-sales
2138,NHL 2004,PS2,Sports,Electronic Arts,,2003.0,kaggle:ulrikthygepedersen/video-games-sales
2139,Grand Theft Auto: Vice City Stories,PS2,Action,Take-Two Interactive,,2007.0,kaggle:ulrikthygepedersen/video-games-sales
2140,NBA 2K16,X360,Sports,Take-Two Interactive,,2015.0,kaggle:ulrikthygepedersen/video-games-sales
2141,FIFA Soccer 2005,XB,Sports,Electronic Arts,,2004.0,kaggle:ulrikthygepedersen/video-games-sales
2142,LEGO The Lord of the Rings,Wii,Action,Warner Bros. Interactive Entertainment,,2012.0,kaggle:ulrikthygepedersen/video-games-sales
2143,Romancing SaGa,SNES,Role-Playing,SquareSoft,,1992.0,kaggle:ulrikthygepedersen/video-games-sales
2144,Donkey Kong Junior,2600,Platform,Atari,,1981.0,kaggle:ulrikthygepedersen/video-games-sales
2145,LEGO Star Wars II: The Original Trilogy,GC,Action,LucasArts,,2006.0,kaggle:ulrikthygepedersen/video-games-sales
2146,LEGO Harry Potter: Years 5-7,PS3,Action,Warner Bros. Interactive Entertainment,,,kaggle:ulrikthygepedersen/video-games-sales
2147,Final Fantasy X / X-2 HD Remaster,PSV,Role-Playing,Square Enix,,2013.0,kaggle:ulrikthygepedersen/video-games-sales
2148,Medal of Honor: Underground,PS,Shooter,Electronic Arts,,2000.0,kaggle:ulrikthygepedersen/video-games-sales
2149,The Sims 2,DS,Simulation,Electronic Arts,,2005.0,kaggle:ulrikthygepedersen/video-games-sales
2150,Dark Cloud 2,PS2,Role-Playing,Sony Computer Entertainment,,2002.0,kaggle:ulrikthygepedersen/video-games-sales
2151,Jampack Summer '99,PS,Misc,Sony Computer Entertainment,,1999.0,kaggle:ulrikthygepedersen/video-games-sales
2152,PlayStation All-Stars Battle Royale,PS3,Action,Sony Computer Entertainment,,2012.0,kaggle:ulrikthygepedersen/video-games-sales
2153,Dance Dance Revolution 2nd ReMIX,PS,Simulation,Konami Digital Entertainment,,1999.0,kaggle:ulrikthygepedersen/video-games-sales
2154,Monster High: Ghoul Spirit,DS,Misc,THQ,,2011.0,kaggle:ulrikthygepedersen/video-games-sales
2155,Dragon Quest X,Wii,Role-Playing,Square Enix,,2012.0,kaggle:ulrikthygepedersen/video-games-sales
2156,LEGO Pirates of the Caribbean: The Video Game,DS,Action,Disney Interactive Studios,,2011.0,kaggle:ulrikthygepedersen/video-games-sales
2157,Gangs of London,PSP,Adventure,Sony Computer Entertainment,,2006.0,kaggle:ulrikthygepedersen/video-games-sales
2158,Mortal Kombat Trilogy,N64,Fighting,GT Interactive,,1996.0,kaggle:ulrikthygepedersen/video-games-sales
2159,Star Soldier,NES,Shooter,Hudson Soft,,1986.0,kaggle:ulrikthygepedersen/video-games-sales
2160,Sonic Unleashed,X360,Platform,Sega,,2008.0,kaggle:ulrikthygepedersen/video-games-sales
2161,Lost Planet 2,PS3,Shooter,Capcom,,2010.0,kaggle:ulrikthygepedersen/video-games-sales
2162,NHL 2001,PS2,Sports,Electronic Arts,,2000.0,kaggle:ulrikthygepedersen/video-games-sales
2163,Dragon Quest Monsters: Terry's Wonderland 3D,3DS,Role-Playing,Square Enix,,2012.0,kaggle:ulrikthygepedersen/video-games-sales
2164,My Weight Loss Coach,DS,Sports,Ubisoft,,2008.0,kaggle:ulrikthygepedersen/video-games-sales
2165,Tom Clancy's Ghost Recon: Future Soldier,PS3,Shooter,Ubisoft,,2012.0,kaggle:ulrikthygepedersen/video-games-sales
2166,Mega Man Star Force Dragon / Leo / Pegasus,DS,Action,Capcom,,2006.0,kaggle:ulrikthygepedersen/video-games-sales
2167,Shinobi,PS2,Platform,Sony Computer Entertainment,,2002.0,kaggle:ulrikthygepedersen/video-games-sales
2168,Mortal Kombat: Deadly Alliance,XB,Fighting,Midway Games,,2002.0,kaggle:ulrikthygepedersen/video-games-sales
2169,The Witcher 2: Assassins of Kings,PC,Action,Namco Bandai Games,,2011.0,kaggle:ulrikthygepedersen/video-games-sales
2170,PilotWings Resort,3DS,Simulation,Nintendo,,2011.0,kaggle:ulrikthygepedersen/video-games-sales
2171,Naruto Shippuden: Ultimate Ninja Storm 3,PS3,Fighting,Namco Bandai Games,,2013.0,kaggle:ulrikthygepedersen/video-games-sales
2172,LEGO Jurassic World,X360,Action,Warner Bros. Interactive Entertainment,,2015.0,kaggle:ulrikthygepedersen/video-games-sales
2173,ESPN NBA 2K5,XB,Sports,Global Star,,2004.0,kaggle:ulrikthygepedersen/video-games-sales
2174,Wheel of Fortune,PS2,Misc,Unknown,,,kaggle:ulrikthygepedersen/video-games-sales
2175,World Championship Poker,PS2,Misc,Play It,,2004.0,kaggle:ulrikthygepedersen/video-games-sales
2176,Tom Clancy's Splinter Cell: Chaos Theory,PS2,Action,Ubisoft,,2005.0,kaggle:ulrikthygepedersen/video-games-sales
2177,SpongeBob SquarePants: Battle for Bikini Bottom,GC,Platform,THQ,,2003.0,kaggle:ulrikthygepedersen/video-games-sales
2178,South Park: The Stick of Truth,X360,Role-Playing,Ubisoft,,2014.0,kaggle:ulrikthygepedersen/video-games-sales
2179,Ben 10: Alien Force,DS,Action,Koch Media,,2008.0,kaggle:ulrikthygepedersen/video-games-sales
2180,SingStar Abba,PS3,Misc,Sony Computer Entertainment,,2008.0,kaggle:ulrikthygepedersen/video-games-sales
2181,Cars 2,Wii,Racing,Disney Interactive Studios,,2011.0,kaggle:ulrikthygepedersen/video-games-sales
2182,Wild ARMs,PS,Role-Playing,Sony Computer Entertainment,,1996.0,kaggle:ulrikthygepedersen/video-games-sales
2183,Kessen,PS2,Strategy,Electronic Arts,,2000.0,kaggle:ulrikthygepedersen/video-games-sales
2184,Yu-Gi-Oh! Worldwide Edition: Stairway to the Destined Duel,GBA,Misc,Konami Digital Entertainment,,2003.0,kaggle:ulrikthygepedersen/video-games-sales
2185,NCAA Football 2000,PS,Sports,Electronic Arts,,1999.0,kaggle:ulrikthygepedersen/video-games-sales
2186,Brutal Legend,PS3,Action,Electronic Arts,,2009.0,kaggle:ulrikthygepedersen/video-games-sales
2187,Skylanders: Spyro's Adventure,PS3,Action,Activision,,2011.0,kaggle:ulrikthygepedersen/video-games-sales
2188,Guitar Hero: Metallica,Wii,Misc,Activision,,2009.0,kaggle:ulrikthygepedersen/video-games-sales
2189,Evolve,PS4,Shooter,Take-Two Interactive,,2015.0,kaggle:ulrikthygepedersen/video-games-sales
2190,WWE SmackDown vs. Raw 2009,PS3,Fighting,THQ,,2008.0,kaggle:ulrikthygepedersen/video-games-sales
2191,Army of Two: The 40th Day,X360,Shooter,Electronic Arts,,2010.0,kaggle:ulrikthygepedersen/video-games-sales
2192,Tony Hawk: RIDE,Wii,Sports,Activision,,2009.0,kaggle:ulrikthygepedersen/video-games-sales
2193,Lego Batman 3: Beyond Gotham,X360,Action,Warner Bros. Interactive Entertainment,,2014.0,kaggle:ulrikthygepedersen/video-games-sales
2194,Wii Play: Motion,Wii,Misc,Nintendo,,2011.0,kaggle:ulrikthygepedersen/video-games-sales
2195,Killzone,PS2,Shooter,Sony Computer Entertainment,,2004.0,kaggle:ulrikthygepedersen/video-games-sales
2196,The Tomb Raider Trilogy,PS3,Action,Square Enix,,2011.0,kaggle:ulrikthygepedersen/video-games-sales
2197,Colin McRae Rally 04,PS2,Racing,Codemasters,,2003.0,kaggle:ulrikthygepedersen/video-games-sales
2198,Star Fox 64 3D,3DS,Shooter,Nintendo,,2011.0,kaggle:ulrikthygepedersen/video-games-sales
2199,The SpongeBob SquarePants Movie,GC,Platform,THQ,,2004.0,kaggle:ulrikthygepedersen/video-games-sales
2200,Rocksmith 2014,X360,Misc,Ubisoft,,2013.0,kaggle:ulrikthygepedersen/video-games-sales
2201,Midway Presents Arcade's Greatest Hits: The Atari Collection 1,PS,Misc,GT Interactive,,1996.0,kaggle:ulrikthygepedersen/video-games-sales
2202,Cars,Wii,Racing,THQ,,2006.0,kaggle:ulrikthygepedersen/video-games-sales
2203,Assassin's Creed III,PC,Action,Ubisoft,,2012.0,kaggle:ulrikthygepedersen/video-games-sales
2204,Castlevania: Lament of Innocence,PS2,Action,Konami Digital Entertainment,,2003.0,kaggle:ulrikthygepedersen/video-games-sales
2205,Mario Tennis Open,3DS,Sports,Nintendo,,2012.0,kaggle:ulrikthygepedersen/video-games-sales
2206,The Witcher 2: Assassins of Kings,X360,Action,Namco Bandai Games,,2012.0,kaggle:ulrikthygepedersen/video-games-sales
2207,Bayonetta,X360,Action,Sega,,2009.0,kaggle:ulrikthygepedersen/video-games-sales
2208,Destroy All Humans!,PS2,Shooter,THQ,,2005.0,kaggle:ulrikthygepedersen/video-games-sales
2209,MVP Baseball 2005,XB,Sports,Electronic Arts,,2005.0,kaggle:ulrikthygepedersen/video-games-sales
2210,SaGa Frontier 2,PS,Role-Playing,SquareSoft,,1999.0,kaggle:ulrikthygepedersen/video-games-sales
2211,NCAA Football 10,X360,Sports,Electronic Arts,,2009.0,kaggle:ulrikthygepedersen/video-games-sales
2212,MLB 2000,PS,Sports,Sony Computer Entertainment,,1999.0,kaggle:ulrikthygepedersen/video-games-sales
2213,The Legend of Zelda: Twilight Princess HD,WiiU,Action,Nintendo,,2016.0,kaggle:ulrikthygepedersen/video-games-sales
2214,Bully,PS2,Action,Take-Two Interactive,,2006.0,kaggle:ulrikthygepedersen/video-games-sales
2215,Prince of Persia: The Sands of Time,XB,Action,Ubisoft,,2003.0,kaggle:ulrikthygepedersen/video-games-sales
2216,Phantasy Star Portable,PSP,Role-Playing,Sega,,2008.0,kaggle:ulrikthygepedersen/video-games-sales
2217,Hot Shots Golf Fore!,PS2,Sports,Sony Computer Entertainment,,2003.0,kaggle:ulrikthygepedersen/video-games-sales
2218,MLB 06: The Show,PS2,Sports,Sony Computer Entertainment,,2006.0,kaggle:ulrikthygepedersen/video-games-sales
2219,NHL 2003,PS2,Sports,Electronic Arts,,2002.0,kaggle:ulrikthygepedersen/video-games-sales
2220,Operation Flashpoint: Dragon Rising,X360,Shooter,Codemasters,,2009.0,kaggle:ulrikthygepedersen/video-games-sales
2221,Nickelodeon Fit,Wii,Sports,Take-Two Interactive,,2010.0,kaggle:ulrikthygepedersen/video-games-sales
2222,Buzz! Quiz World,PS3,Misc,Sony Computer Entertainment,,2009.0,kaggle:ulrikthygepedersen/video-games-sales
2223,Bentley's Hackpack,GBA,Misc,,,2005.0,kaggle:ulrikthygepedersen/video-games-sales
2224,Tony Hawk's Pro Skater 4,XB,Sports,Activision,,2002.0,kaggle:ulrikthygepedersen/video-games-sales
2225,Borderlands 2,PC,Shooter,Take-Two Interactive,,2012.0,kaggle:ulrikthygepedersen/video-games-sales
2226,EA Sports Grand Slam Tennis,Wii,Sports,Electronic Arts,,2009.0,kaggle:ulrikthygepedersen/video-games-sales
2227,White Knight Chronicles: International Edition,PS3,Role-Playing,Sony Computer Entertainment,,2008.0,kaggle:ulrikthygepedersen/video-games-sales
2228,SSX,PS3,Sports,Electronic Arts,,2012.0,kaggle:ulrikthygepedersen/video-games-sales
2229,Sonic Riders: Zero Gravity,Wii,Racing,Sega,,2008.0,kaggle:ulrikthygepedersen/video-games-sales
2230,LEGO Jurassic World,PS3,Action,Warner Bros. Interactive Entertainment,,2015.0,kaggle:ulrikthygepedersen/video-games-sales
2231,Build-A-Bear Workshop,DS,Simulation,Game Factory,,2007.0,kaggle:ulrikthygepedersen/video-games-sales
2232,Crash City Mayhem,GBA,Racing,THQ,,2004.0,kaggle:ulrikthygepedersen/video-games-sales
2233,Spider-Man,2600,Action,Parker Bros.,,1981.0,kaggle:ulrikthygepedersen/video-games-sales
2234,Mega Man 4,NES,Platform,Capcom,,1991.0,kaggle:ulrikthygepedersen/video-games-sales
2235,Castlevania II: Simon's Quest,NES,Platform,Konami Digital Entertainment,,1987.0,kaggle:ulrikthygepedersen/video-games-sales
2236,Toy Story 2: Buzz Lightyear to the Rescue!,N64,Platform,Activision,,1999.0,kaggle:ulrikthygepedersen/video-games-sales
2237,Teenage Mutant Ninja Turtles,GBA,Action,Unknown,,2003.0,kaggle:ulrikthygepedersen/video-games-sales
2238,MLB 07: The Show,PS2,Sports,Sony Computer Entertainment,,2007.0,kaggle:ulrikthygepedersen/video-games-sales
2239,Skylanders: Trap Team,X360,Action,Activision,,2014.0,kaggle:ulrikthygepedersen/video-games-sales
2240,Cars,GC,Racing,THQ,,2006.0,kaggle:ulrikthygepedersen/video-games-sales
2241,Brothers in Arms: Hell's Highway,PS3,Shooter,Ubisoft,,2008.0,kaggle:ulrikthygepedersen/video-games-sales
2242,Inazuma Eleven 3,DS,Role-Playing,Level 5,,2010.0,kaggle:ulrikthygepedersen/video-games-sales
2243,Pokken Tournament,WiiU,Fighting,Namco Bandai Games,,2016.0,kaggle:ulrikthygepedersen/video-games-sales
2244,SnoCross Championship Racing,PS,Racing,Ubisoft,,1999.0,kaggle:ulrikthygepedersen/video-games-sales
2245,Teenage Mutant Ninja Turtles,PS2,Action,Konami Digital Entertainment,,2003.0,kaggle:ulrikthygepedersen/video-games-sales
2246,Top Gun: Combat Zones,PS2,Simulation,Titus,,2001.0,kaggle:ulrikthygepedersen/video-games-sales
2247,Blue Dragon,X360,Role-Playing,Microsoft Game Studios,,2006.0,kaggle:ulrikthygepedersen/video-games-sales
2248,007: The World is not Enough,PS,Action,Electronic Arts,,2000.0,kaggle:ulrikthygepedersen/video-games-sales
2249,NCAA Football 11,X360,Sports,Electronic Arts,,2010.0,kaggle:ulrikthygepedersen/video-games-sales
